"","PC1","PC2","PC3"
"C..cyanellus",-0.24111697109192,-0.00922388898712566,-0.00750792276310892
"C..cyanellus.1",-0.25734257879035,-0.00432893273155099,-0.00848005746146296
"C..cyanellus.2",-0.284103887326186,-0.000767781666558401,-0.00766589940207045
"C..cyanellus.3",-0.280590810698413,-0.00863840300268078,-0.018641139320002
"C..cyanellus.4",-0.266763359433866,0.000698346579924389,-0.011437793681131
"C..cyanellus.5",-0.223548514359763,-0.00702756111004215,-0.00674547149555565
"C..cyanellus.6",-0.271027845457259,-0.000455654902131154,-0.0148207620744651
"C..cyanellus.7",-0.238401638691559,-0.0195961715317433,-0.00884930950300783
"C..cyanellus.8",-0.280110093724807,-0.0115672153219423,0.000298049596915248
"C..cyanellus.9",-0.248585407857445,0.0043635365593975,0.0111781606166481
"C..cyanellus.10",-0.249121490268265,-0.00096336032831467,-0.00335528814060738
"C..cyanellus.11",-0.267028489637126,-0.00945160292537882,-0.00254197577595183
"C..cyanellus.12",-0.260141225262217,-0.00925056940041193,0.00384144965893894
"C..cyanellus.13",-0.284036927631692,-0.00593309012754452,-0.00540550095329839
"C..cyanellus.14",-0.330333353897784,0.00589840465982323,-0.0187962627298006
"C..cyanellus.15",-0.283145706537934,-0.00883682826145644,0.00382200100394632
"C..cyanellus.16",-0.249442389816714,0.00681034523966985,-0.00820769129023903
"C..cyanellus.17",-0.255757496291832,0.00166185061530315,-0.00379228239616546
"C..cyanellus.18",-0.31345596608615,-0.00994400914622658,-0.0200547790849976
"C..cyanellus.19",-0.260745073329281,0.00676979491864689,-0.0456282095889537
"C..cyanellus.20",-0.274748540594075,0.00373873622056332,-0.0108020566695129
"C..cyanellus.21",-0.231623587008961,0.0188525858901652,-0.00767663007116574
"C..cyanellus.22",-0.306006533355277,-0.0135479208920898,-0.00672105464345776
"C..cyanellus.23",-0.258764189870083,0.00672354605153326,0.00657298710684796
"C..cyanellus.24",-0.271823939832837,0.00860361553833648,-0.0121909821700065
"C..cyanellus.25",-0.271823939832837,0.00860361553833648,-0.0121909821700065
"C..cyanellus.26",-0.254159296971577,0.00625759001691527,-0.0079662160358448
"C..cyanellus.27",-0.263986861856117,0.00843626860443808,-0.0145056165636665
"C..cyanellus.28",-0.328379131432746,-0.0122170307708738,-0.00459754327359567
"C..Glaphyrocanthon",-0.296738154088414,-0.0062900640492844,-0.00872718841638238
"C..Glaphyrocanthon.1",0.416665807649457,-0.0101275582235963,-0.00689877242497755
"C..Glaphyrocanthon.2",0.561975998147755,0.0241760301423722,-0.0208788358579568
"C..Glaphyrocanthon.3",0.378031723718001,0.00486482919090256,-0.0222914438128304
"C..Glaphyrocanthon.4",0.526028264893062,-0.0240300885380092,-0.0282312673823151
"C..Glaphyrocanthon.5",0.382702209558652,0.00647207212767985,-0.0530559788223464
"C..Glaphyrocanthon.6",0.511483014398884,0.0594790504189674,-0.0344387607318185
"C..Glaphyrocanthon.7",0.305620292215663,-0.0303723298226219,0.000408325068782842
"C..Glaphyrocanthon.8",0.520602725944997,0.0212428812476894,0.0135071987894586
"C..Glaphyrocanthon.9",0.333267759626733,-0.01710470550953,-0.00573641045402584
"C..Glaphyrocanthon.10",0.346746760636902,-0.0342838635208788,0.0106500896890914
"C..Glaphyrocanthon.11",0.279056473486453,0.040663844761664,-0.0527361884943826
"C..Glaphyrocanthon.12",0.45928668174253,-0.0139240748992965,-0.00969102574563346
"C..Glaphyrocanthon.13",0.484995040669055,0.0241391494590626,-0.0250464205235663
"C..Glaphyrocanthon.14",0.473376672632483,-0.0088447101439422,-0.0105853040072836
"C..Glaphyrocanthon.15",0.440916066124487,-0.00855163616836022,-0.053620010446264
"C..Glaphyrocanthon.16",0.379718718193907,0.00572140093895708,-0.0198362838929281
"C..Glaphyrocanthon.17",0.382273078154449,0.0287843793901258,-0.0237382300898721
"C..Glaphyrocanthon.18",0.411171804288321,0.00863689097517076,-0.0542065111453149
"C..Glaphyrocanthon.19",0.576030176375867,-0.00910555329643281,-0.00405675256752866
"C..Glaphyrocanthon.20",0.320675251677571,0.0207628309691005,-0.00591699630339404
"C..Glaphyrocanthon.21",0.474219963920695,0.00178684165285629,-0.0160921738651379
"C..Glaphyrocanthon.22",0.398209438641599,0.00188669042460815,0.00518793221197653
"C..Glaphyrocanthon.23",0.501558544860452,-0.0484669902334858,-0.0173614050926942
"C..Glaphyrocanthon.24",0.421691132333643,0.00798626383054399,-0.0148183668139477
"C..Glaphyrocanthon.25",0.492292097444143,-0.00255192866515151,-0.0188908419125705
"C..Glaphyrocanthon.26",0.550200208187315,0.0302341876208253,-0.00974560078611394
"C..Glaphyrocanthon.27",0.401978922047296,0.00581100146597656,-0.0388319197253068
"C..Glaphyrocanthon.28",0.471571897310637,-0.0189423219879845,-0.0318172633687296
"C..Glaphyrocanthon.29",0.66102894585276,0.0415067128830886,-0.0348970788099878
"C..juvencus",0.286197676777006,-0.0183136367008911,-0.0261029111532142
"C..juvencus.1",0.0180157443428802,0.0909773272915751,0.0270190403001409
"C..juvencus.2",0.0148691108885795,0.0314340098303,0.0579763818045507
"C..juvencus.3",-0.0508807759108722,0.0201414142773383,0.046953268332649
"C..juvencus.4",0.0424097276780757,0.0445036640370734,0.0556844650442385
"C..juvencus.5",0.0570322863812704,0.0791246080840736,0.0547562547826071
"C..juvencus.6",0.161205269897192,0.132351163769532,0.0273837054727819
"C..juvencus.7",0.129975465741581,0.0819234683767298,0.0389713367931977
"C..juvencus.8",0.0148735363012478,0.0592646987409948,-0.0039947300671287
"C..juvencus.9",0.0507877488402422,0.0438075645200897,0.0351221724963052
"C..juvencus.10",0.0434471116527497,0.0763792678187622,0.0334678792222793
"C..juvencus.11",0.0536963931444083,0.0335199084801665,0.0541062525790596
"C..juvencus.12",0.0350781675262981,0.095111845706558,0.0183101758907677
"C..juvencus.13",0.0849535655326016,0.0324093902592672,0.0464330680935599
"C..juvencus.14",0.0829460801395201,0.0565068321452198,0.0276100180480852
"C..juvencus.15",0.0676066510802124,0.0710587435274676,0.0235667617387
"C..juvencus.16",0.0672463101904018,0.104200872770969,0.0240050290708088
"C..juvencus.17",0.0951078600058432,0.1196982951114,-0.00206000227252348
"C..juvencus.18",0.171124750919057,0.129340323808395,0.0417051624394118
"C..juvencus.19",0.02249643759846,0.0374858113642712,0.0541604201354321
"C..juvencus.20",-0.0675542095271787,0.0191315807418876,0.0346960362836517
"C..juvencus.21",0.0417480390208669,0.0755603820802219,0.0384847923585551
"C..juvencus.22",-0.164420893805149,0.00847849468169334,0.0165819770226355
"C..juvencus.23",0.0565739577991868,0.0727370430702267,0.0582190200324787
"C..juvencus.24",0.0351268087463486,0.0549263235991644,0.0594697105819353
"C..juvencus.25",-0.0315209801158551,0.0651594778731662,0.0398823111450724
"C..juvencus.26",0.0812371668905278,0.0861688202182146,0.0206395991486319
"C..juvencus.27",0.000632624666131739,0.0415066637986993,0.0453523579440902
"C..juvencus.28",0.0200514106259387,0.0457441097231811,0.0444484155303227
"C..juvencus.29",-0.0232239629814615,0.0210028286830796,0.047516057593838
"C..septemmaculatus",-0.0559612213281279,0.0139625370661758,0.00659493158606284
"C..septemmaculatus.1",-0.0367085357539759,0.0020639688842613,0.00522919808479556
"C..septemmaculatus.2",-0.0616069991047766,-0.0487860097815884,-0.00617949602825854
"C..septemmaculatus.3",0.0577048943222007,0.00458175089937397,-0.000407764585156366
"C..septemmaculatus.4",-0.0276728314955355,0.0263628347862567,-0.00885892277279464
"C..septemmaculatus.5",0.00691945088539895,0.015921541142996,0.0104826127319472
"C..septemmaculatus.6",-0.0385466662891036,-0.00256285207357013,0.0283405503553461
"C..septemmaculatus.7",0.0197619280023445,-0.0201580461996132,0.053390280213893
"C..septemmaculatus.8",-0.0329045409950479,0.00316910322288975,0.00142797174741651
"C..septemmaculatus.9",0.0579730148670378,0.0171000712082151,0.00897719009759975
"C..septemmaculatus.10",-0.0489432239751415,-0.0213437767539833,-0.0245315433061396
"C..septemmaculatus.11",-0.0594477650443418,0.014203822124723,-0.0116193618621053
"C..septemmaculatus.12",-0.0502237927208499,0.0229698207018134,0.0194677775497461
"C..septemmaculatus.13",-0.0808635507031973,0.0250944873915609,-0.00113865183466409
"C..septemmaculatus.14",-0.0501370760149488,0.0428322623677441,-0.0187672323452926
"C..septemmaculatus.15",0.039995097108033,-0.000172883909152067,-0.00561458887851803
"C..septemmaculatus.16",-0.037891682732769,-0.00315567480622986,0.0113167740947035
"C..septemmaculatus.17",-0.00519789768979162,0.00538503583527119,-0.0250076756388979
"C..septemmaculatus.18",-0.0472250549058792,-0.0111113744773541,0.00674135887897696
"C..septemmaculatus.19",-0.0358609302217746,0.020214290298844,-0.0163622934676084
"C..septemmaculatus.20",-0.0153543361841888,-0.00692319913552923,-0.00132997685716631
"C..septemmaculatus.21",-0.00229120214772598,0.00287748218929352,0.000362527480121021
"C..septemmaculatus.22",-0.0321357583722068,0.000285080936514199,-0.00297706784338192
"C..septemmaculatus.23",-0.0650392704233113,0.0274457358977484,-0.0194064291409311
"C..septemmaculatus.24",-0.100361451580598,-0.0151973508750719,-0.00800877761141285
"C..septemmaculatus.25",-0.00351196551054283,0.00753714088568852,-0.0130573947870349
"C..septemmaculatus.26",-0.0437519081825102,-0.00397617615607676,-0.00974989666971931
"C..septemmaculatus.27",-0.026069660185262,0.0211870514560171,0.00310394764381644
"C..septemmaculatus.28",0.029053182589701,-0.02836780740097,0.0158554293205113
"C..septemmaculatus.29",0.0170402591616765,0.0363537710034111,-0.0109617601623033
"C..subhyalinus",-0.164999568784509,0.0775001131745842,-0.0253026528331622
"C..subhyalinus.1",-0.145933285518904,0.0362445159424126,-0.0248679059346278
"C..subhyalinus.2",-0.207244568945124,0.0156252080301146,-0.0165423709266213
"C..subhyalinus.3",-0.169449202690254,0.0494769453489354,-0.0258456888657412
"C..subhyalinus.4",-0.180814053885324,0.0533501782130543,-0.0258030220297678
"C..subhyalinus.5",-0.13384714384629,0.0551748152560697,-0.023333456926253
"C..subhyalinus.6",-0.248800376888543,0.0376615462249797,-0.0248681256856275
"C..subhyalinus.7",-0.175841965216269,0.0403309652462068,-0.0231241050065269
"C..subhyalinus.8",-0.138060042590612,0.0147430670531012,-0.00901219102437205
"C..subhyalinus.9",-0.148988181841699,0.0532522053452105,-0.0395883009024214
"C..subhyalinus.10",-0.162082148305429,0.0495726864508685,-0.0216270115143125
"C..subhyalinus.11",-0.111164218143047,0.0268441983849595,-0.0384240521429626
"C..subhyalinus.12",-0.181206108906287,0.0220766012985539,-0.0356448167736459
"C..subhyalinus.13",-0.159135243984761,0.0491789564078024,-0.0284122381343194
"C..subhyalinus.14",-0.109336864511976,0.0544959123115306,-0.0410278308425185
"C..subhyalinus.15",-0.230050770354448,0.0405416641375129,-0.0255303165512025
"C..subhyalinus.16",-0.255621932571556,0.0126666935677994,-0.0322925198434208
"C..subhyalinus.17",-0.178159493854101,0.0303204443313335,-0.00213764394096841
"C..subhyalinus.18",-0.137680494202239,0.0571786203555349,-0.0403272616740333
"C..subhyalinus.19",-0.155847513090359,0.0309582267229767,-0.0373090206703431
"C..subhyalinus.20",-0.153612604848597,0.0457141646795858,-0.0170017156489737
"C..subhyalinus.21",-0.0867414202526757,0.0284191576943822,-0.0393850982554445
"C..subhyalinus.22",-0.227329944599606,0.0152880762387051,-0.0139735829251375
"C..subhyalinus.23",-0.217862597924174,-0.00895339679713284,-0.0195595060212696
"C..subhyalinus.24",-0.134781159504525,0.038460834403882,-0.024307407988784
"C..subhyalinus.25",-0.148833320582592,0.0557773228991525,-0.0244280131051239
"C..subhyalinus.26",-0.144490228581225,0.0274867747996783,-0.0117553509639038
"C..subhyalinus.27",-0.141637077609261,0.0193591115730842,-0.0283607572831303
"C..subhyalinus.28",-0.0539143076288907,0.00266184458021608,-0.0381136868724937
"C..subhyalinus.29",-0.125758339774791,0.0260009209512323,-0.0378587665338094
"Dichotomius",0.0293976103305328,-0.0429008737457719,0.021433174592266
"Dichotomius.1",0.00494874569893331,-0.0354847290282738,0.0080661321863428
"Dichotomius.2",-0.0459739500555667,0.00131388204284984,-0.0098944430632346
"Dichotomius.3",-0.0373899079275328,-0.0539379117863217,-0.00214859705105879
"Dichotomius.4",0.0841856375973537,-0.035479292271439,0.0275473605780301
"Dichotomius.5",-0.10607326018856,-0.0264768148805935,-0.00859423035756603
"Dichotomius.6",-0.0613014442183101,-0.0377941972541669,-0.00594443749074702
"Dichotomius.7",0.224168000885124,-0.0412467428290965,-0.0029135025433872
"Dichotomius.8",-0.0371746284077396,-0.01956415734443,-0.00953517731482697
"Dichotomius.9",-0.0302563879514182,-0.047756207426793,-6.61974837148777e-05
"Dichotomius.10",-0.017394840854902,-0.0585911728691233,-0.00831007248329582
"Dichotomius.11",0.0551581117123952,-0.0351002531195111,0.0048203744136118
"Dichotomius.12",0.124458776569695,-0.0335603224315796,-0.00900339926240834
"Dichotomius.13",0.00514482549914733,-0.0490148855975215,0.00658109203013693
"Dichotomius.14",-0.0590940339870926,-0.0594579269270865,-0.00438970873227069
"Dichotomius.15",-0.0180208904363334,-0.0691476990138679,0.00806021733233236
"Dichotomius.16",-0.0455938454961548,-0.0509394982211906,-0.00331939063184785
"Dichotomius.17",0.118263509028918,-0.0736472779285078,0.00363787579853431
"Dichotomius.18",0.19168928194827,-0.0772483727854065,0.00480667677790336
"Dichotomius.19",0.17721830011026,-0.0226381520022648,-0.0228192249222701
"Dichotomius.20",-0.00386103693445773,-0.0331640488242927,-0.0064649554861138
"Dichotomius.21",0.00506439105696471,-0.0244411008179932,0.00410731700634453
"Dichotomius.22",0.0887808046539242,-0.0287177428126961,-0.0138231158190098
"Dichotomius.23",-0.00999815337987129,-0.0327442243855045,0.00263804587871727
"Dichotomius.24",0.0587321239416378,-0.0346195024657379,0.00789653499804461
"Dichotomius.25",0.144593118112952,-0.0604094821170007,0.00369171936356924
"Dichotomius.26",0.0510317363996572,-0.053533789405333,0.0148151692584039
"Dichotomius.27",-0.0794614881203186,-0.025656089990787,0.00224367774373704
"Dichotomius.28",0.0401728647909596,-0.0245276376661886,0.0137206280588689
"Dichotomius.29",0.0572632537426869,-0.0215525177427632,-0.0100304970710596
"Eurysternus",-0.0836678892537569,-0.0252544928535034,-0.00586840954024394
"Eurysternus.1",-0.0525639341856068,-0.055848042096409,0.00418549888066574
"Eurysternus.2",-0.118977305423484,-0.0457351363692382,-0.00430389807649398
"Eurysternus.3",-0.168376128454088,-0.0247129915045514,-0.0108983093561834
"Eurysternus.4",-0.115945821552558,-0.0279988641399839,0.00299359868999345
"Eurysternus.5",-0.0687435839716792,-0.0273236589510291,-0.00871158462406335
"Eurysternus.6",-0.195292714881979,-0.0265208174091111,-0.00494832071192371
"Eurysternus.7",-0.0301542928122329,-0.0343614577922111,-0.00614288241468318
"Eurysternus.8",0.0995779671359136,-0.0112568334837592,-0.00476891750700919
"Eurysternus.9",0.172208182176524,-0.0194598095646606,0.0452070119415171
"Eurysternus.10",0.132819511417627,-0.050111999528422,0.0352822486432135
"Eurysternus.11",-0.104156853265908,-0.0290119396976826,-0.00103808060517447
"Eurysternus.12",-0.104240693199738,-0.0154719823814199,-0.00758617793211732
"Eurysternus.13",-0.160160630318897,-0.0269982324972287,-0.00425718528456692
"Eurysternus.14",-0.128342015264666,-0.019683019524513,-0.0123793767373069
"Eurysternus.15",-0.126349806092604,-0.0103486319213821,-0.00442958938390349
"Eurysternus.16",-0.103909806567782,-0.0175728692526746,-0.00397440010520364
"Eurysternus.17",0.0645654645509564,-0.0425495557558179,0.0106559951774711
"Eurysternus.18",0.112596209458733,0.000289806984014644,0.00763917923763657
"Eurysternus.19",0.198834709534772,-0.0536666736157044,0.0168930346552418
"Eurysternus.20",0.1469831810719,-0.0111207763650446,0.00606069606799643
"Eurysternus.21",0.145267396035604,-0.0454473582049894,0.0341736373763518
"Eurysternus.22",0.172998392694101,-0.0396324082480202,0.0178112619886833
"Eurysternus.23",0.0781809264615054,-0.0393028687435547,0.0043507327609708
"Eurysternus.24",0.218321808886658,-0.0230606569025021,0.00819918444450068
"Eurysternus.25",0.103019499908729,-0.0487549845045541,0.0314811089236638
"Eurysternus.26",-0.069586087483927,-0.0440439952115913,0.00194071098466178
"Eurysternus.27",0.0824637528559722,-0.0355270972961051,0.0158317984754917
"Eurysternus.28",0.0544021754852832,-0.0409181329900291,0.00797255876667107
"Eurysternus.29",-0.0332412811083095,-0.0208970338084313,0.00255644344000253
"Ontherus",-0.149033378987503,-0.02134059956674,-0.00478098938735175
"Ontherus.1",-0.114118341166203,-0.0372684069802259,0.0103835470219374
"Ontherus.2",-0.0735892296045436,-0.0463170361231792,0.00119703924496333
"Ontherus.3",-0.102927753735967,-0.0115559761253636,0.00736939703924069
"Ontherus.4",-0.0357090944889853,-0.0160031399418111,0.00895027361476427
"Ontherus.5",0.0371629808356763,-0.0332595425985828,0.00980361533301693
"Ontherus.6",-0.0446448288429316,-0.0325042661488923,0.00729336065584012
"Ontherus.7",0.0338578648197222,-0.0423169785727632,0.0141573793546909
"Ontherus.8",-0.0216633242675551,-0.0438205821128474,0.0367081174180362
"Ontherus.9",-0.044489720456828,-0.0160821154952422,0.0382465041309222
"Ontherus.10",-0.132072130110637,-0.0224945157513611,-0.00289280200335994
"Ontherus.11",-0.126920767242474,-0.028353096510907,-0.00343757256210974
"Ontherus.12",-0.0275166375345764,-0.0502470685836547,0.0058640511356953
"Ontherus.13",-0.0898840782347651,-0.0175490978978294,0.00567716698602252
"Ontherus.14",-0.0529113676500963,-0.0315425893768761,0.0119310356273551
"Ontherus.15",-0.00431127666891465,-0.0252527776522732,0.0304261553336057
"Ontherus.16",-0.0646011025740561,-0.0194051611240738,-0.0035323888056104
"Ontherus.17",-0.100021588540368,-0.0378233155866432,0.0101025231548871
"Ontherus.18",-0.0394885304262067,-0.0279347020713367,0.0482604429848933
"Ontherus.19",0.0504192650765817,-0.0283276146730602,0.0188322314752108
"Ontherus.20",0.0130035143268353,-0.0464240573938736,0.00269972060110728
"Ontherus.21",-0.0876973187978801,-0.035748381661504,-0.00968105502944033
"Ontherus.22",-0.08273383086775,-0.0514972483032855,0.0253733854330487
"Ontherus.23",-0.0751884533062872,-0.0227464080140425,0.0137223542433349
"Ontherus.24",-0.138090543901841,-0.0108045907911816,0.0189843514672356
"Ontherus.25",-0.0480738454924763,-0.048801628581036,0.0324426090624852
"Ontherus.26",-0.0405107198550023,-0.0416088522346909,0.0176478603536861
"Ontherus.27",0.0420516436115094,-0.0425611499284349,0.0214350221004845
"Ontherus.28",-0.0424917217684933,-0.0414792613839365,0.0367539912009775
"Ontherus.29",-0.0638909177893143,-0.0223583405486551,0.0026769987777657
